Student_ID,First_Name,Last_Name,Full_School_Name,School,Grade,Gender,Race,Ethnicity,Street,City,State,Zip,Lat,Lon,Address,geometry,Students,Grade_for_Sorting
2293,Anna,Mcintyre,Chestnut Academy,CA,4,Female,White,Non-Hispanic,4000 CREIGHTON RD,RICHMOND,VA,23223,37.56661,-77.362461,"4000 CREIGHTON RD, RICHMOND, VA 23223",POINT (-77.362461 37.56661),1,4
1657,Ian,Meyers,Chestnut Academy,CA,4,Male,White,Non-Hispanic,4100 W Grace St,Richmond,VA,23230,37.571387,-77.486325,"4100 W Grace St, Richmond, VA 23230",POINT (-77.486325 37.571387),1,4
2510,Angela,Miller,Chestnut Academy,CA,4,Female,African American,Non-Hispanic,33874 SNICKERSVILLE TPKE,BLUEMONT,VA,20135,39.10954,-77.828951,"33874 SNICKERSVILLE TPKE, BLUEMONT, VA 20135",POINT (-77.828951 39.10954),1,4
762,Joseph,Miller,Chestnut Academy,CA,4,Male,White,Non-Hispanic,121 Mustang Alley,Falls Church,VA,22043,38.897961,-77.192005,"121 Mustang Alley, Falls Church, VA 22043",POINT (-77.192005 38.897961),1,4
300,Joshua,Miller,Chestnut Academy,CA,4,Male,White,Non-Hispanic,9017 Riverside Drive,Oakwood,VA,24631,37.2041,-81.9745,"9017 Riverside Drive, Oakwood, VA 24631",POINT (-81.9745 37.2041),1,4
291,Richard,Mitchell,Chestnut Academy,CA,4,Male,African American,Non-Hispanic,11555 Dry Bread Road,Lawrenceville,VA,23868,36.6691,-77.7973,"11555 Dry Bread Road, Lawrenceville, VA 23868",POINT (-77.7973 36.6691),1,4
1897,Alex,Molina,Chestnut Academy,CA,4,Male,White,Non-Hispanic,300 Grubert Ave,Staunton,VA,24401,38.159596,-79.099029,"300 Grubert Ave, Staunton, VA 24401",POINT (-79.099029 38.159596),1,4
3381,Linda,Moore,Chestnut Academy,CA,4,Female,African American,Non-Hispanic,4511 Olley Ln,Fairfax,VA,22032,38.8262,-77.2666,"4511 Olley Ln, Fairfax, VA 22032",POINT (-77.2666 38.8262),1,4
2746,Rachel,Morgan,Chestnut Academy,CA,4,Female,White,Non-Hispanic,10520 MAIN ST,FAIRFAX,VA,22030,38.84778,-77.308781,"10520 MAIN ST, FAIRFAX, VA 22030",POINT (-77.308781 38.84778),1,4
1080,Mason,Nguyen,Chestnut Academy,CA,4,Male,American Indian,Non-Hispanic,18550 King William Road,King William,VA,23086,37.693179,-77.034502,"18550 King William Road, King William, VA 23086",POINT (-77.034502 37.693179),1,4
3559,Christina,Oconnell,Chestnut Academy,CA,4,Female,African American,Non-Hispanic,80 Burnt Chimney Road,Wirtz,VA,24184,37.1013,-79.8164,"80 Burnt Chimney Road, Wirtz, VA 24184",POINT (-79.8164 37.1013),1,4
876,Dennis,Parker,Chestnut Academy,CA,4,Male,Asian,Non-Hispanic,403 Harding St,Emporia,VA,23847,36.679606,-77.552311,"403 Harding St, Emporia, VA 23847",POINT (-77.552311 36.679606),1,4
2954,Becky,Patel,Chestnut Academy,CA,4,Female,Asian,Non-Hispanic,33 N Fillmore St,Arlington,VA,22201,38.8752,-77.0892,"33 N Fillmore St, Arlington, VA 22201",POINT (-77.0892 38.8752),1,4
269,Kirk,Patterson,Chestnut Academy,CA,4,Male,American Indian,Non-Hispanic,176 Eagles Road,Rocky Gap,VA,24366,37.241302,-81.109487,"176 Eagles Road, Rocky Gap, VA 24366",POINT (-81.109487 37.241302),1,4
1347,Paul,Peters,Chestnut Academy,CA,4,Male,African American,Non-Hispanic,1111 Park Ave,Norfolk,VA,23504,36.8534,-76.2662,"1111 Park Ave, Norfolk, VA 23504",POINT (-76.2662 36.8534),1,4
2915,Andrea,Reid,Chestnut Academy,CA,4,Female,White,Hispanic,4050 Midland Trail,Covington,VA,24426,37.8132,-80.0782,"4050 Midland Trail, Covington, VA 24426",POINT (-80.0782 37.8132),1,4
1161,Rickey,Reilly,Chestnut Academy,CA,4,Male,African American,Non-Hispanic,22525 Belmont Ridge Road,Ashburn,VA,20148,38.992468,-77.530999,"22525 Belmont Ridge Road, Ashburn, VA 20148",POINT (-77.530999 38.992468),1,4
3165,Tina,Rios,Chestnut Academy,CA,4,Female,African American,Non-Hispanic,2007 Grizzly Trail,Chesapeake,VA,23323,36.7146,-76.3192,"2007 Grizzly Trail, Chesapeake, VA 23323",POINT (-76.3192 36.7146),1,4
2770,Jennifer,Rivera,Chestnut Academy,CA,4,Female,White,Non-Hispanic,1501 Kiln Creek Pkwy,Newport News,VA,23602,37.122087,-76.488338,"1501 Kiln Creek Pkwy, Newport News, VA 23602",POINT (-76.488338 37.122087),1,4
3672,Sherry,Robinson,Chestnut Academy,CA,4,Female,Asian,Non-Hispanic,2108 Cunningham Dr,Hampton,VA,23666,37.0495,-76.3849,"2108 Cunningham Dr, Hampton, VA 23666",POINT (-76.3849 37.0495),1,4
2141,Jo,Robles,Chestnut Academy,CA,4,Female,Asian,Non-Hispanic,3418 NOBLE AVE,RICHMOND,VA,23222,37.5807,-77.443381,"3418 NOBLE AVE, RICHMOND, VA 23222",POINT (-77.443381 37.5807),1,4
2522,Michelle,Rollins,Chestnut Academy,CA,4,Female,White,Non-Hispanic,635 MANAKIN RD,MANAKIN SABOT,VA,23103,37.609,-77.703101,"635 MANAKIN RD, MANAKIN SABOT, VA 23103",POINT (-77.703101 37.609),1,4
1378,Craig,Sampson,Chestnut Academy,CA,4,Male,White,Hispanic,600 Dudley Avenue,Norfolk,VA,23503,36.9419,-76.2512,"600 Dudley Avenue, Norfolk, VA 23503",POINT (-76.2512 36.9419),1,4
823,Benjamin,Schultz,Chestnut Academy,CA,4,Male,White,Non-Hispanic,3165 Martinsburg Pike,Clear Brook,VA,22624,39.2498,-78.1031,"3165 Martinsburg Pike, Clear Brook, VA 22624",POINT (-78.1031 39.2498),1,4
1576,Jason,Simpson,Chestnut Academy,CA,4,Male,Asian,Hispanic,12601 Braemar Parkway,Bristow,VA,20136,38.734,-77.5705,"12601 Braemar Parkway, Bristow, VA 20136",POINT (-77.5705 38.734),1,4
999,Brian,Smith,Chestnut Academy,CA,4,Male,African American,Non-Hispanic,3425 Pump Rd,Richmond,VA,23233,37.6497,-77.6122,"3425 Pump Rd, Richmond, VA 23233",POINT (-77.6122 37.6497),1,4
1774,John,Smith,Chestnut Academy,CA,4,Male,African American,Non-Hispanic,53 George Ben Whited Dr.,Lebanon,VA,24266,36.8997,-82.083,"53 George Ben Whited Dr., Lebanon, VA 24266",POINT (-82.083 36.8997),1,4
186,Jose,Smith,Chestnut Academy,CA,4,Male,White,Non-Hispanic,625 S Wakefield St,Arlington,VA,22204,38.8619,-77.1078,"625 S Wakefield St, Arlington, VA 22204",POINT (-77.1078 38.8619),1,4
3027,Amanda,Snyder,Chestnut Academy,CA,4,Female,White,Non-Hispanic,176 Eagles Road,Rocky Gap,VA,24366,37.241302,-81.109487,"176 Eagles Road, Rocky Gap, VA 24366",POINT (-81.109487 37.241302),1,4
886,Mitchell,Stafford,Chestnut Academy,CA,4,Male,African American,Hispanic,7091 Huell Matthews Hwy.,Alton,VA,24520,36.6098,-78.9154,"7091 Huell Matthews Hwy., Alton, VA 24520",POINT (-78.9154 36.6098),1,4
610,Corey,Stanley,Chestnut Academy,CA,4,Male,Asian,Non-Hispanic,1717 Melbourne Dr,McLean,VA,22101,38.921085,-77.175375,"1717 Melbourne Dr, McLean, VA 22101",POINT (-77.175375 38.921085),1,4
3089,Samantha,Thompson,Chestnut Academy,CA,4,Female,White,Non-Hispanic,18101 Clark & York Blvd,Ruther Glen,VA,22546,38.020226,-77.531009,"18101 Clark & York Blvd, Ruther Glen, VA 22546",POINT (-77.531009 38.020226),1,4
2487,Ashley,Turner,Chestnut Academy,CA,4,Female,White,Non-Hispanic,227 N LEWIS ST,LEXINGTON,VA,24450,37.78399,-79.434141,"227 N LEWIS ST, LEXINGTON, VA 24450",POINT (-79.434141 37.78399),1,4
1115,Danny,Valencia,Chestnut Academy,CA,4,Male,Asian,Non-Hispanic,340 N Maple Ave,Purcellville,VA,20132,39.1406,-77.7017,"340 N Maple Ave, Purcellville, VA 20132",POINT (-77.7017 39.1406),1,4
1281,Joseph,Vang,Chestnut Academy,CA,4,Male,White,Non-Hispanic,429 Harding Avenue,Blacksburg,VA,24060,37.2344,-80.4111,"429 Harding Avenue, Blacksburg, VA 24060",POINT (-80.4111 37.2344),1,4
816,Bryan,Vasquez,Chestnut Academy,CA,4,Male,African American,Hispanic,1313 Amherst Street,Winchester,VA,22601,39.189778,-78.184894,"1313 Amherst Street, Winchester, VA 22601",POINT (-78.184894 39.189778),1,4
1609,Chad,Wagner,Chestnut Academy,CA,4,Male,African American,Non-Hispanic,600 Dunlap St,Dublin,VA,24084,37.101819,-80.678649,"600 Dunlap St, Dublin, VA 24084",POINT (-80.678649 37.101819),1,4
310,David,Walker,Chestnut Academy,CA,4,Male,Asian,Hispanic,100 Bradford Drive,Buena Vista,VA,24416,37.7183,-79.3599,"100 Bradford Drive, Buena Vista, VA 24416",POINT (-79.3599 37.7183),1,4
3390,Kim,Wang,Chestnut Academy,CA,4,Female,Asian,Non-Hispanic,730 Marshall Rd SW,Vienna,VA,22180,38.8826,-77.2668,"730 Marshall Rd SW, Vienna, VA 22180",POINT (-77.2668 38.8826),1,4
1922,Gregg,Ward,Chestnut Academy,CA,4,Male,White,Hispanic,No Street Address,Suffolk,VA,23434,36.728235,-76.582935,"No Street Address, Suffolk, VA 23434",POINT (-76.582935 36.728235),1,4
1868,Matthew,Williams,Chestnut Academy,CA,4,Male,White,Non-Hispanic,501 Deacon Rd,Falmouth,VA,22405,38.3305,-77.4192,"501 Deacon Rd, Falmouth, VA 22405",POINT (-77.4192 38.3305),1,4
2689,Stephanie,Williams,Chestnut Academy,CA,4,Female,African American,Non-Hispanic,153 NARROW LN,WINCHESTER,VA,22602,39.114686,-78.203824,"153 NARROW LN, WINCHESTER, VA 22602",POINT (-78.203824 39.114686),1,4
2396,Gina,Wilson,Chestnut Academy,CA,4,Female,White,Non-Hispanic,80 N LAKE AVE,FRONT ROYAL,VA,22630,38.91267,-78.160041,"80 N LAKE AVE, FRONT ROYAL, VA 22630",POINT (-78.160041 38.91267),1,4
297,Jackson,Wong,Chestnut Academy,CA,4,Male,White,Hispanic,6339 Hurley Road,Hurley,VA,24620,37.38,-82.0007,"6339 Hurley Road, Hurley, VA 24620",POINT (-82.0007 37.38),1,4
2317,Jenna,Anderson,Chestnut Academy,CA,5,Female,White,Hispanic,9655 BLAKE LN,FAIRFAX,VA,22031,38.8717,-77.280411,"9655 BLAKE LN, FAIRFAX, VA 22031",POINT (-77.280411 38.8717),1,5
46,Timothy,Austin,Chestnut Academy,CA,5,Male,African American,Hispanic,9300 Merrimac Trail,Williamsburg,VA,23185,37.217923,-76.606545,"9300 Merrimac Trail, Williamsburg, VA 23185",POINT (-76.606545 37.217923),1,5
2681,Leah,Bautista,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,6720B UNION MILL RD,CLIFTON,VA,20124,38.805092,-77.421934,"6720B UNION MILL RD, CLIFTON, VA 20124",POINT (-77.421934 38.805092),1,5
2419,Brandy,Brown,Chestnut Academy,CA,5,Female,White,Non-Hispanic,14800 WASHINGTON ST,HAYMARKET,VA,20169,38.81065,-77.632271,"14800 WASHINGTON ST, HAYMARKET, VA 20169",POINT (-77.632271 38.81065),1,5
3797,Jeanne,Brown,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,85 Riverside Dr,Bassett,VA,24055,36.7275,-79.9628,"85 Riverside Dr, Bassett, VA 24055",POINT (-79.9628 36.7275),1,5
2596,Hannah,Bush,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,6700 SPRINGFIELD CENTER DR STE E,SPRINGFIELD,VA,22150,38.76244,-77.174441,"6700 SPRINGFIELD CENTER DR STE E, SPRINGFIELD, VA 22150",POINT (-77.174441 38.76244),1,5
3036,Felicia,Cole,Chestnut Academy,CA,5,Female,White,Non-Hispanic,1435 Roanoke Rd,Daleville,VA,24083,37.4055,-79.9152,"1435 Roanoke Rd, Daleville, VA 24083",POINT (-79.9152 37.4055),1,5
3102,Nancy,Cowan,Chestnut Academy,CA,5,Female,White,Hispanic,10049 Courthouse Rd,Charles City,VA,23030,37.3475,-77.0763,"10049 Courthouse Rd, Charles City, VA 23030",POINT (-77.0763 37.3475),1,5
1307,Ryan,Cunningham,Chestnut Academy,CA,5,Male,African American,Non-Hispanic,185 Richneck Rd,Newport News,VA,23608,37.1478,-76.5291,"185 Richneck Rd, Newport News, VA 23608",POINT (-76.5291 37.1478),1,5
2980,Pamela,Dixon,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,701 S Highland Street,Arlington,VA,22204,38.866124,-77.089329,"701 S Highland Street, Arlington, VA 22204",POINT (-77.089329 38.866124),1,5
547,Robert,Doyle,Chestnut Academy,CA,5,Male,Asian,Non-Hispanic,7604 Herald St,Annandale,VA,22003,38.8273,-77.2081,"7604 Herald St, Annandale, VA 22003",POINT (-77.2081 38.8273),1,5
1308,Justin,Ellis,Chestnut Academy,CA,5,Male,African American,Non-Hispanic,561 McLawhorne Dr,Newport News,VA,23601,37.0448,-76.4633,"561 McLawhorne Dr, Newport News, VA 23601",POINT (-76.4633 37.0448),1,5
2625,Jamie,Ellison,Chestnut Academy,CA,5,Female,White,Hispanic,6800 COLUMBIA PIKE,ANNANDALE,VA,22003,38.836262,-77.17806,"6800 COLUMBIA PIKE, ANNANDALE, VA 22003",POINT (-77.17806 38.836262),1,5
127,Scott,Faulkner,Chestnut Academy,CA,5,Male,African American,Hispanic,1 School Board Dr,Lebanon,VA,24266,36.900939,-82.05765,"1 School Board Dr, Lebanon, VA 24266",POINT (-82.05765 36.900939),1,5
1721,Edward,Flowers,Chestnut Academy,CA,5,Male,American Indian,Non-Hispanic,3216 Mt Pleasant Blvd,Roanoke,VA,24014,37.2371,-79.9067,"3216 Mt Pleasant Blvd, Roanoke, VA 24014",POINT (-79.9067 37.2371),1,5
1195,Michael,Flowers,Chestnut Academy,CA,5,Male,White,Non-Hispanic,42560 Black Angus Drive,Ashburn,VA,20148,39.016053,-77.53009,"42560 Black Angus Drive, Ashburn, VA 20148",POINT (-77.53009 39.016053),1,5
1722,Richard,Garrett,Chestnut Academy,CA,5,Male,African American,Non-Hispanic,6758 Northside High School Rd,Roanoke,VA,24019,37.3285,-79.9989,"6758 Northside High School Rd, Roanoke, VA 24019",POINT (-79.9989 37.3285),1,5
3330,Anna,Gibson,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,5815 Ox Rd,Fairfax Station,VA,22039,38.7977,-77.3244,"5815 Ox Rd, Fairfax Station, VA 22039",POINT (-77.3244 38.7977),1,5
2310,Michele,Gonzalez,Chestnut Academy,CA,5,Female,White,Hispanic,10675 FAIRFAX BLVD,FAIRFAX,VA,22030,38.85476,-77.313771,"10675 FAIRFAX BLVD, FAIRFAX, VA 22030",POINT (-77.313771 38.85476),1,5
2653,Kathryn,Green,Chestnut Academy,CA,5,Female,White,Hispanic,10701 W HUGUENOT RD,RICHMOND,VA,23235,37.53071,-77.593691,"10701 W HUGUENOT RD, RICHMOND, VA 23235",POINT (-77.593691 37.53071),1,5
256,Mark,Green,Chestnut Academy,CA,5,Male,African American,Non-Hispanic,1095 Golden Eagle Dr,Moneta,VA,24121,37.2413,-79.6228,"1095 Golden Eagle Dr, Moneta, VA 24121",POINT (-79.6228 37.2413),1,5
67,Zachary,Gutierrez,Chestnut Academy,CA,5,Male,White,Non-Hispanic,4375 School Lane,Tangier,VA,23440,37.827409,-75.993779,"4375 School Lane, Tangier, VA 23440",POINT (-75.993779 37.827409),1,5
2165,Kimberly,Harmon,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,3801 RUSSELL RD,ALEXANDRIA,VA,22305,38.83844,-77.064061,"3801 RUSSELL RD, ALEXANDRIA, VA 22305",POINT (-77.064061 38.83844),1,5
992,Frank,Hernandez,Chestnut Academy,CA,5,Male,White,Non-Hispanic,1275 Gaskins Rd,Richmond,VA,23233,37.6024,-77.59,"1275 Gaskins Rd, Richmond, VA 23233",POINT (-77.59 37.6024),1,5
119,Jacob,Hester,Chestnut Academy,CA,5,Male,American Indian,Non-Hispanic,2801 Powell Creek Drive,Charlottesville,VA,22911,38.1124,-78.4369,"2801 Powell Creek Drive, Charlottesville, VA 22911",POINT (-78.4369 38.1124),1,5
2895,Brittney,Howard,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,1115 Martha Custis Dr,Alexandria,VA,22302,38.842,-77.0767,"1115 Martha Custis Dr, Alexandria, VA 22302",POINT (-77.0767 38.842),1,5
104,James,Jackson,Chestnut Academy,CA,5,Male,White,Non-Hispanic,5870 Rockfish Gap Turnpike,Crozet,VA,22932,38.0521,-78.7031,"5870 Rockfish Gap Turnpike, Crozet, VA 22932",POINT (-78.7031 38.0521),1,5
482,Peter,Jenkins,Chestnut Academy,CA,5,Male,White,Non-Hispanic,627 Mosby Blvd.,Berryville,VA,22611,39.162212,-77.995031,"627 Mosby Blvd., Berryville, VA 22611",POINT (-77.995031 39.162212),1,5
885,Brian,Johnson,Chestnut Academy,CA,5,Male,White,Hispanic,315 S Main St,Halifax,VA,24558,36.7619,-78.9273,"315 S Main St, Halifax, VA 24558",POINT (-78.9273 36.7619),1,5
716,Jason,Johnson,Chestnut Academy,CA,5,Male,White,Non-Hispanic,9350 Crosspointe Dr,Fairfax Station,VA,22039,38.728914,-77.269224,"9350 Crosspointe Dr, Fairfax Station, VA 22039",POINT (-77.269224 38.728914),1,5
2918,Vickie,Johnson,Chestnut Academy,CA,5,Female,African American,Hispanic,100 Gleason Dr.,Covington,VA,24426,37.8011,-79.8742,"100 Gleason Dr., Covington, VA 24426",POINT (-79.8742 37.8011),1,5
2696,Kelly,Kelly,Chestnut Academy,CA,5,Female,Asian,Non-Hispanic,1458 KEMPSVILLE RD,VIRGINIA BEACH,VA,23464,36.79419,-76.175641,"1458 KEMPSVILLE RD, VIRGINIA BEACH, VA 23464",POINT (-76.175641 36.79419),1,5
1634,William,Kidd,Chestnut Academy,CA,5,Male,Asian,Hispanic,3817 Chamberlayne Ave,Richmond,VA,23227,37.587556,-77.447185,"3817 Chamberlayne Ave, Richmond, VA 23227",POINT (-77.447185 37.587556),1,5
2951,Jamie,Lawrence,Chestnut Academy,CA,5,Female,White,Hispanic,3700 N Delaware St,Arlington,VA,22207,38.863,-77.1321,"3700 N Delaware St, Arlington, VA 22207",POINT (-77.1321 38.863),1,5
2765,Deborah,Lee,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,20000 Rowanty Rd,Carson,VA,23830,37.0356,-77.3797,"20000 Rowanty Rd, Carson, VA 23830",POINT (-77.3797 37.0356),1,5
715,Michael,Mays,Chestnut Academy,CA,5,Male,American Indian,Non-Hispanic,6001 Union Mill Rd,Clifton,VA,20124,38.8251,-77.4111,"6001 Union Mill Rd, Clifton, VA 20124",POINT (-77.4111 38.8251),1,5
2421,Dawn,Mercer,Chestnut Academy,CA,5,Female,White,Non-Hispanic,507 VIRGINIA ST,HILLSVILLE,VA,24343,36.75954,-80.724561,"507 VIRGINIA ST, HILLSVILLE, VA 24343",POINT (-80.724561 36.75954),1,5
3103,Robin,Moses,Chestnut Academy,CA,5,Female,White,Non-Hispanic,840 Bacon School Rd,Saxe,VA,23967,36.8884,-78.5659,"840 Bacon School Rd, Saxe, VA 23967",POINT (-78.5659 36.8884),1,5
2399,Megan,Nelson,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,42200 GLASCOCK FIELD DR,DULLES,VA,20166,38.943983,-77.543786,"42200 GLASCOCK FIELD DR, DULLES, VA 20166",POINT (-77.543786 38.943983),1,5
1088,Dakota,Newman,Chestnut Academy,CA,5,Male,American Indian,Non-Hispanic,2104 Grandin Rd  SW,Roanoke,VA,24015,37.255184,-79.985291,"2104 Grandin Rd  SW, Roanoke, VA 24015",POINT (-79.985291 37.255184),1,5
3266,Veronica,Noble,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,16 School Road,Cumberland,VA,23040,37.491812,-78.248365,"16 School Road, Cumberland, VA 23040",POINT (-78.248365 37.491812),1,5
3903,Emma,Owens,Chestnut Academy,CA,5,Female,White,Non-Hispanic,46245 Forest Ridge Dr.,Sterling,VA,20164,38.9902,-77.4012,"46245 Forest Ridge Dr., Sterling, VA 20164",POINT (-77.4012 38.9902),1,5
2679,Emily,Palmer,Chestnut Academy,CA,5,Female,Asian,Hispanic,112 S COLUMBUS ST,ALEXANDRIA,VA,22314,38.8046,-77.048121,"112 S COLUMBUS ST, ALEXANDRIA, VA 22314",POINT (-77.048121 38.8046),1,5
1381,Stephen,Proctor,Chestnut Academy,CA,5,Male,White,Hispanic,3035 Sherwood Forest Lane,Norfolk,VA,23513,36.877,-76.238,"3035 Sherwood Forest Lane, Norfolk, VA 23513",POINT (-76.238 36.877),1,5
3238,Leslie,Richardson,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,200 Swan Ave,Berryville,VA,22611,39.151265,-77.987577,"200 Swan Ave, Berryville, VA 22611",POINT (-77.987577 39.151265),1,5
2955,Heather,Robertson,Chestnut Academy,CA,5,Female,White,Hispanic,1644 N. McKinley Road,Arlington,VA,22205,38.88667,-77.142046,"1644 N. McKinley Road, Arlington, VA 22205",POINT (-77.142046 38.88667),1,5
3342,Sheena,Rodriguez,Chestnut Academy,CA,5,Female,Asian,Non-Hispanic,4101 Pickett Rd,Fairfax,VA,22032,38.8365,-77.2733,"4101 Pickett Rd, Fairfax, VA 22032",POINT (-77.2733 38.8365),1,5
3814,Janet,Rogers,Chestnut Academy,CA,5,Female,Asian,Non-Hispanic,300 S. 18th Avenue,Hopewell,VA,23860,37.295776,-77.303572,"300 S. 18th Avenue, Hopewell, VA 23860",POINT (-77.303572 37.295776),1,5
3894,Anna,Ruiz,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,729 S Sugarland Run Dr,Sterling,VA,20164,39.0361,-77.3714,"729 S Sugarland Run Dr, Sterling, VA 20164",POINT (-77.3714 39.0361),1,5
1648,Robert,Russell,Chestnut Academy,CA,5,Male,White,Hispanic,2301 E Grace St,Richmond,VA,23223,37.531472,-77.421281,"2301 E Grace St, Richmond, VA 23223",POINT (-77.421281 37.531472),1,5
3792,Phyllis,Sanford,Chestnut Academy,CA,5,Female,Asian,Non-Hispanic,201 E. Nine Mile Road,Highland Springs,VA,23075,37.54418,-77.326631,"201 E. Nine Mile Road, Highland Springs, VA 23075",POINT (-77.326631 37.54418),1,5
2985,Jennifer,Schmitt,Chestnut Academy,CA,5,Female,African American,Hispanic,3710 Churchville Ave,Churchville,VA,24421,38.2223,-79.1603,"3710 Churchville Ave, Churchville, VA 24421",POINT (-79.1603 38.2223),1,5
2624,Jeanette,Smith,Chestnut Academy,CA,5,Female,African American,Non-Hispanic,739 YARMOUTH ST,NORFOLK,VA,23510,36.85514,-76.293941,"739 YARMOUTH ST, NORFOLK, VA 23510",POINT (-76.293941 36.85514),1,5
3650,Michaela,Smith,Chestnut Academy,CA,5,Female,White,Non-Hispanic,1406 Todds Ln,Hampton,VA,23666,37.0412,-76.4251,"1406 Todds Ln, Hampton, VA 23666",POINT (-76.4251 37.0412),1,5
3520,Jessica,Tate,Chestnut Academy,CA,5,Female,White,Non-Hispanic,121 Mustang Alley,Falls Church,VA,22043,38.897961,-77.192005,"121 Mustang Alley, Falls Church, VA 22043",POINT (-77.192005 38.897961),1,5
3772,Samantha,Taylor,Chestnut Academy,CA,5,Female,White,Hispanic,2206 Mountain Rd,Glen Allen,VA,23060,37.662227,-77.482596,"2206 Mountain Rd, Glen Allen, VA 23060",POINT (-77.482596 37.662227),1,5
603,Timothy,Torres,Chestnut Academy,CA,5,Male,Asian,Non-Hispanic,6525 Montrose St,Alexandria,VA,22312,38.8151,-77.163,"6525 Montrose St, Alexandria, VA 22312",POINT (-77.163 38.8151),1,5
573,John,Townsend,Chestnut Academy,CA,5,Male,White,Hispanic,7521 Jaguar Trail,Falls Church,VA,22042,38.862,-77.2061,"7521 Jaguar Trail, Falls Church, VA 22042",POINT (-77.2061 38.862),1,5
3985,Diane,Tucker,Chestnut Academy,CA,5,Female,American Indian,Non-Hispanic,210 Smyth St,Lynchburg,VA,24501,37.4135,-79.1635,"210 Smyth St, Lynchburg, VA 24501",POINT (-79.1635 37.4135),1,5
3620,Carmen,Vega,Chestnut Academy,CA,5,Female,Asian,Non-Hispanic,110 Blue Devil Drive,Independence,VA,24348,36.6218,-81.1472,"110 Blue Devil Drive, Independence, VA 24348",POINT (-81.1472 36.6218),1,5
3503,Lisa,Velez,Chestnut Academy,CA,5,Female,White,Non-Hispanic,9645 Burke Lake Road,Burke,VA,20115,38.783854,-77.278909,"9645 Burke Lake Road, Burke, VA 20115",POINT (-77.278909 38.783854),1,5
532,Jason,Walker,Chestnut Academy,CA,5,Male,African American,Hispanic,13811 Boydton Plank Rd,Dinwiddie,VA,23841,37.0808,-77.582,"13811 Boydton Plank Rd, Dinwiddie, VA 23841",POINT (-77.582 37.0808),1,5
1125,Charles,White,Chestnut Academy,CA,5,Male,African American,Non-Hispanic,300 Circle Dr,Sterling,VA,20164,38.9966,-77.399,"300 Circle Dr, Sterling, VA 20164",POINT (-77.399 38.9966),1,5
1804,Dustin,Williams,Chestnut Academy,CA,5,Male,White,Non-Hispanic,6375 S Main St,Mount Jackson,VA,22842,38.734579,-78.645758,"6375 S Main St, Mount Jackson, VA 22842",POINT (-78.645758 38.734579),1,5
883,Justin,Williams,Chestnut Academy,CA,5,Male,White,Non-Hispanic,1011 Sydnor Jennings Rd,Nathalie,VA,24577,36.9248,-79.0141,"1011 Sydnor Jennings Rd, Nathalie, VA 24577",POINT (-79.0141 36.9248),1,5
3783,Tina,Woods,Chestnut Academy,CA,5,Female,White,Hispanic,12101 Bacova Drive,Glen Allen,VA,23059,37.660466,-77.614046,"12101 Bacova Drive, Glen Allen, VA 23059",POINT (-77.614046 37.660466),1,5
2305,Kristin,Andersen,Chestnut Academy,CA,6,Female,Asian,Non-Hispanic,9400 THORNTON ROLLING RD,FREDERICKSBURG,VA,22408,38.21562,-77.425961,"9400 THORNTON ROLLING RD, FREDERICKSBURG, VA 22408",POINT (-77.425961 38.21562),1,6
352,Brian,Armstrong,Chestnut Academy,CA,6,Male,White,Non-Hispanic,1300 Long Street,Charlottesville,VA,22901,38.0355,-78.4629,"1300 Long Street, Charlottesville, VA 22901",POINT (-78.4629 38.0355),1,6
812,Anthony,Arnold,Chestnut Academy,CA,6,Male,White,Non-Hispanic,225 Middle School Road,Rocky Mount,VA,24151,37.0177,-79.8848,"225 Middle School Road, Rocky Mount, VA 24151",POINT (-79.8848 37.0177),1,6
2449,Kathryn,Bailey,Chestnut Academy,CA,6,Female,African American,Non-Hispanic,1874 ANDERSON HWY BLDG A,CUMBERLAND,VA,23040,37.479786,-78.278802,"1874 ANDERSON HWY BLDG A, CUMBERLAND, VA 23040",POINT (-78.278802 37.479786),1,6
2032,Bonnie,Beard,Chestnut Academy,CA,6,Female,African American,Hispanic,40 Crescent St,Front Royal,VA,22630,38.9196,-78.1929,"40 Crescent St, Front Royal, VA 22630",POINT (-78.1929 38.9196),1,6
2576,Laura,Bentley,Chestnut Academy,CA,6,Female,White,Non-Hispanic,24194 MILLSTREAM DR,STONE RIDGE,VA,20105,38.93561,-77.557081,"24194 MILLSTREAM DR, STONE RIDGE, VA 20105",POINT (-77.557081 38.93561),1,6
1954,Chris,Boyd,Chestnut Academy,CA,6,Male,African American,Hispanic,2828 Pleasant Acres Dr,Virginia Beach,VA,23453,36.7678,-76.0664,"2828 Pleasant Acres Dr, Virginia Beach, VA 23453",POINT (-76.0664 36.7678),1,6
